,index,budget,genres,original_language,production_companies,release_date,revenue,runtime,title,budget_revenue_ratio
4702,4702,200,Drama,en,[],2014-07-13,0,109.0,Perfect Cowboy,0.0
780,780,80000000,Comedy,en,"[{""name"": ""Imagine Entertainment"", ""id"": 23}, {""name"": ""Universal Pictures"", ""id"": 33}]",1999-03-26,0,122.0,Edtv,0.0
784,784,60000000,Adventure Fantasy Action Drama,en,"[{""name"": ""Boll Kino Beteiligungs GmbH & Co. KG"", ""id"": 1062}, {""name"": ""Brightlight Pictures"", ""id"": 1063}, {""name"": ""Herold Productions"", ""id"": 1064}]",2007-11-29,0,127.0,In the Name of the King: A Dungeon Siege Tale,0.0
785,785,35000000,Drama Romance Adventure War,en,"[{""name"": ""Mandalay Pictures"", ""id"": 551}, {""name"": ""CP Medien AG"", ""id"": 5521}, {""name"": ""Camelot Pictures"", ""id"": 11728}, {""name"": ""Networxx - Film Management"", ""id"": 26107}, {""name"": ""Mel's Cite du Cinema"", ""id"": 54502}]",2003-10-23,0,127.0,Beyond Borders,0.0
4682,4682,13000000,Horror,en,"[{""name"": ""TADORA Filmproduktions"", ""id"": 5663}, {""name"": ""Stallion Media"", ""id"": 21600}, {""name"": ""Studio 407"", ""id"": 21601}]",2010-01-01,0,95.0,Super Hybrid,0.0
4680,4680,450000,Crime Horror Thriller,en,[],2004-09-10,0,90.0,Malevolence,0.0
4678,4678,200000,Music Drama,en,"[{""name"": ""FallsApart Productions"", ""id"": 60360}]",2002-01-14,0,103.0,The Business of Fancydancing,0.0
789,789,60000000,Drama Comedy,en,"[{""name"": ""Caravan Pictures"", ""id"": 175}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]",1998-10-08,0,114.0,Holy Man,0.0
796,796,60000000,Comedy Western,en,"[{""name"": ""Happy Madison Productions"", ""id"": 2608}]",2015-12-11,0,119.0,The Ridiculous 6,0.0
816,816,55000000,Adventure Comedy Family Romance,en,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Mandeville Films"", ""id"": 10227}]",1997-07-15,0,92.0,George of the Jungle,0.0
829,829,55000000,Comedy,en,"[{""name"": ""Universal Pictures"", ""id"": 33}]",1999-08-12,0,97.0,Bowfinger,0.0
845,845,80000000,Drama Mystery Thriller,en,"[{""name"": ""Spyglass Entertainment"", ""id"": 158}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]",1999-06-04,0,126.0,Instinct,0.0
857,857,55000000,Comedy,en,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Di Bonaventura Pictures"", ""id"": 435}, {""name"": ""Nickelodeon Movies"", ""id"": 2348}, {""name"": ""Goldcrest Pictures"", ""id"": 11843}, {""name"": ""Internationale Filmproduktion Stella-del-Sud Third"", ""id"": 89562}]",2009-06-19,0,107.0,Imagine That,0.0
894,894,52000000,Action Comedy Fantasy,en,"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]",2003-03-28,0,104.0,Bulletproof Monk,0.0
927,927,60000000,Comedy Family,en,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""1492 Pictures"", ""id"": 436}, {""name"": ""Revolution Studios"", ""id"": 497}]",2004-11-24,0,99.0,Christmas with the Kranks,0.0
4663,4663,250,Romance Comedy Music,en,"[{""name"": ""Metakwon Filmworks"", ""id"": 65815}]",2013-02-28,0,118.0,Along the Roadside,0.0
955,955,50000000,Action Thriller,en,"[{""name"": ""DreamWorks SKG"", ""id"": 27}]",1997-09-26,0,124.0,The Peacemaker,0.0
4655,4655,250000,Drama Family,en,"[{""name"": ""Honey Creek Pictures"", ""id"": 8077}]",2010-11-28,0,96.0,The Christmas Bunny,0.0
4654,4654,250000,Action Fantasy,en,"[{""name"": ""Double Edge Films"", ""id"": 21733}]",2009-01-23,0,106.0,Ink,0.0
4651,4651,250000,Science Fiction Drama,en,[],1997-06-06,0,90.0,The Sticky Fingers of Time,0.0
964,964,50000000,Drama Romance,en,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Beacon Pictures"", ""id"": 10157}]",1999-09-17,0,137.0,For Love of the Game,0.0
981,981,40000000,Comedy Action,en,"[{""name"": ""Revolution Studios"", ""id"": 497}, {""name"": ""Bel Air Entertainment"", ""id"": 788}]",2005-02-25,0,100.0,Man of the House,0.0
996,996,55000000,Comedy Crime Drama Thriller,en,"[{""name"": ""Senator Film Produktion"", ""id"": 191}, {""name"": ""Mad Chance"", ""id"": 1757}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Filmfour"", ""id"": 6705}]",2002-03-28,0,109.0,Death to Smoochy,0.0
999,999,60000000,Comedy Drama Romance Science Fiction,en,"[{""name"": ""Columbia Pictures"", ""id"": 5}]",2000-03-03,0,105.0,What Planet Are You From?,0.0
4638,4638,300000,Drama Action Crime,en,"[{""name"": ""Daniel Columbie Films & Productions"", ""id"": 72267}]",2014-12-01,0,90.0,Amidst the Devil's Wings,0.0
4637,4637,250000,Drama Comedy Romance,en,[],2001-01-01,0,100.0,American Desi,0.0
1073,1073,45000000,Action Adventure Crime Thriller,en,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""David Foster Productions"", ""id"": 496}, {""name"": ""Turman-Foster Company"", ""id"": 662}]",1994-09-30,0,111.0,The River Wild,0.0
1074,1074,45000000,Adventure Family Fantasy,en,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""The Kennedy/Marshall Company"", ""id"": 862}]",1995-07-14,0,96.0,The Indian in the Cupboard,0.0
1084,1084,45000000,Action Adventure Crime Drama Thriller,en,"[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Seagal/Nasso Productions"", ""id"": 17825}]",1996-10-04,0,92.0,The Glimmer Man,0.0
762,762,60000000,Action Crime Drama Thriller,en,"[{""name"": ""Imagine Entertainment"", ""id"": 23}, {""name"": ""Universal Pictures"", ""id"": 33}]",1998-04-03,0,111.0,Mercury Rising,0.0
733,733,60000000,Drama Romance,en,"[{""name"": ""Cinergi Pictures Entertainment"", ""id"": 1504}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]",1996-03-01,0,119.0,Up Close & Personal,0.0
719,719,60000000,Music Documentary,en,"[{""name"": ""Columbia Pictures"", ""id"": 5}]",2009-10-28,0,111.0,This Is It,0.0
4756,4756,50000,Horror Thriller Fantasy,en,"[{""name"": ""HPLHS"", ""id"": 17827}]",2005-01-01,0,47.0,The Call of Cthulhu,0.0
83,83,27000000,Action Adventure Science Fiction Romance,en,"[{""name"": ""Corsan"", ""id"": 7299}, {""name"": ""Bliss Media"", ""id"": 8186}, {""name"": ""Limelight International Media Entertainment"", ""id"": 8187}, {""name"": ""Neelmudra Entertainment"", ""id"": 8188}, {""name"": ""Aristos Films"", ""id"": 76098}, {""name"": ""Singularity Productions"", ""id"": 76099}, {""name"": ""Wildkite"", ""id"": 76100}]",2015-02-13,0,109.0,The Lovers,0.0
4791,4791,13,Horror,en,"[{""name"": ""Park Films"", ""id"": 21871}, {""name"": ""Camera Stylo Films"", ""id"": 79821}]",2007-01-01,0,84.0,Tin Can Man,0.0
135,135,150000000,Drama Horror Thriller,en,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Stuber Productions"", ""id"": 4403}, {""name"": ""Relativity Media"", ""id"": 7295}]",2010-02-11,0,102.0,The Wolfman,0.0
4781,4781,22000,Comedy Romance,en,[],2013-02-14,0,90.0,Dry Spell,0.0
309,309,84000000,Fantasy Comedy Family Adventure,en,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Path\u00e9 Distribution"", ""id"": 3012}]",2005-02-18,0,94.0,Son of the Mask,0.0
4774,4774,27000,Drama Romance,en,"[{""name"": ""Strand Releasing"", ""id"": 3923}]",1971-01-01,0,64.0,Pink Narcissus,0.0
376,376,90000000,Science Fiction Action Drama Thriller,en,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]",1997-04-25,0,104.0,Volcano,0.0
433,433,84000000,Action Comedy Crime Thriller,en,"[{""name"": ""DC Comics"", ""id"": 429}, {""name"": ""Di Bonaventura Pictures"", ""id"": 435}, {""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""DC Entertainment"", ""id"": 9993}]",2013-07-18,0,116.0,RED 2,0.0
4770,4770,500000,Drama Comedy,en,[],2005-03-01,0,109.0,Mutual Appreciation,0.0
4767,4767,50000,Thriller Horror,en,"[{""name"": ""Little Big Film Company"", ""id"": 26004}, {""name"": ""Abundant Productions"", ""id"": 31866}, {""name"": ""Faith vs. Fate Productions"", ""id"": 31867}]",2015-09-01,0,75.0,"Run, Hide, Die",0.0
467,467,90000000,Action Adventure Family Fantasy,en,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""RKO Pictures"", ""id"": 4361}]",1998-12-25,0,114.0,Mighty Joe Young,0.0
4759,4759,50000,Documentary,en,"[{""name"": ""Respect Films"", ""id"": 15287}, {""name"": ""Sequart"", ""id"": 15288}]",2013-11-21,0,81.0,The Image Revolution,0.0
471,471,85000000,Comedy Fantasy Romance,en,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Avery Pix"", ""id"": 1565}, {""name"": ""Happy Madison Productions"", ""id"": 2608}]",2000-11-10,0,90.0,Little Nicky,0.0
4755,4755,50000,Documentary,en,[],2015-02-09,0,111.0,Counting,0.0
710,710,60000000,Comedy Drama Romance Fantasy,en,"[{""name"": ""Universal Pictures"", ""id"": 33}]",2000-12-12,0,125.0,The Family Man,0.0
4753,4753,60000,Thriller Horror,en,[],2012-10-13,0,93.0,Hayride,0.0
518,518,75000000,Action Adventure Comedy Family,en,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Caravan Pictures"", ""id"": 175}, {""name"": ""DiC Entertainment"", ""id"": 20477}]",1999-07-23,0,78.0,Inspector Gadget,0.0
4748,4748,70000,Mystery Horror Thriller,en,"[{""name"": ""Blue Dot Productions"", ""id"": 24562}, {""name"": ""FallBack Plan Productions"", ""id"": 24563}]",2011-03-03,0,92.0,Absentia,0.0
4745,4745,62000,Horror Science Fiction,en,"[{""name"": ""Rex Carlton Productions"", ""id"": 12335}]",1962-02-25,0,82.0,The Brain That Wouldn't Die,0.0
536,536,75000000,Drama History Romance,en,"[{""name"": ""Fox 2000 Pictures"", ""id"": 711}]",1999-12-16,0,148.0,Anna and the King,0.0
4741,4741,75000,Science Fiction,en,"[{""name"": ""Polonia Brothers Entertainment"", ""id"": 11976}]",2015-09-29,0,90.0,Queen Crab,0.0
648,648,65000000,Drama Romance,en,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Revolution Studios"", ""id"": 497}]",2003-12-19,0,117.0,Mona Lisa Smile,0.0
4736,4736,100,Documentary Music,en,"[{""name"": ""Wrecking Crew"", ""id"": 26403}, {""name"": ""Polyvinyl Records"", ""id"": 78846}, {""name"": ""Shrine"", ""id"": 78847}]",2014-06-15,0,77.0,The Past Is a Grotesque Animal,0.0
656,656,65000000,Comedy Drama,en,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Mutual Film Company"", ""id"": 762}]",1998-03-20,0,143.0,Primary Colors,0.0
660,660,65000000,Action Adventure Drama Romance Thriller,en,"[{""name"": ""Castle Rock Entertainment"", ""id"": 97}, {""name"": ""Warner Bros."", ""id"": 6194}]",2000-12-08,0,135.0,Proof of Life,0.0
665,665,65000000,Action Adventure Comedy Crime Romance,en,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""StudioCanal"", ""id"": 694}]",2000-10-27,0,105.0,Lucky Numbers,0.0
685,685,53000000,Action Comedy Drama,en,"[{""name"": ""DreamWorks"", ""id"": 7}]",2007-03-30,0,93.0,Blades of Glory,0.0
4718,4718,120000,Comedy,en,"[{""name"": ""Kibble Productions"", ""id"": 61307}]",2007-03-03,0,88.0,A Dog's Breakfast,0.0
4629,4629,300000,Comedy Horror Thriller,en,[],2011-04-14,0,97.0,Some Guy Who Kills People,0.0
1085,1085,45000000,Comedy Fantasy Science Fiction,en,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}]",1996-07-19,0,117.0,Multiplicity,0.0
1616,1616,45000000,Action Comedy,en,"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]",2001-05-31,0,94.0,What's the Worst That Could Happen?,0.0
1090,1090,57000000,Drama Romance Western,en,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Miramax Films"", ""id"": 14}]",2000-12-11,0,117.0,All the Pretty Horses,0.0
1427,1427,35000000,Comedy Drama,en,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Scott Rudin Productions"", ""id"": 258}, {""name"": ""Toho-Towa"", ""id"": 657}, {""name"": ""Mutual Film Company"", ""id"": 762}, {""name"": ""British Broadcasting Corporation (BBC)"", ""id"": 3324}, {""name"": ""Marubeni"", ""id"": 4650}, {""name"": ""Curtis Hanson Productions"", ""id"": 8877}, {""name"": ""MFF Feature Film Productions"", ""id"": 8878}]",2000-02-22,0,111.0,Wonder Boys,0.0
4537,4537,500000,Comedy Romance,en,"[{""name"": ""Vega Film"", ""id"": 8138}, {""name"": ""Balthazar Productions"", ""id"": 10005}, {""name"": ""Starr"", ""id"": 38735}, {""name"": ""Arena"", ""id"": 38736}]",1991-08-18,0,97.0,Johnny Suede,0.0
4534,4534,500000,Documentary,en,"[{""name"": ""Kino Lorber"", ""id"": 39134}]",2012-10-04,0,88.0,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,0.0
1437,1437,30000000,Action Horror Thriller,en,"[{""name"": ""Pictures in Paradise"", ""id"": 3207}, {""name"": ""Screen Australia"", ""id"": 7584}, {""name"": ""Media Development Authority (MDA)"", ""id"": 9129}, {""name"": ""Screen Queensland"", ""id"": 10950}, {""name"": ""Bait Productions"", ""id"": 12752}, {""name"": ""Story Bridge Films"", ""id"": 18988}, {""name"": ""Blackmagic Design Films"", ""id"": 41905}]",2012-09-05,0,93.0,Bait,0.0
1440,1440,35000000,Action Adventure Drama Thriller,en,"[{""name"": ""Paramount Pictures"", ""id"": 4}]",1991-01-18,0,115.0,Flight of the Intruder,0.0
1447,1447,33000000,Action Adventure Thriller,en,"[{""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Film Workshop"", ""id"": 3618}, {""name"": ""MDP Worldwide"", ""id"": 10828}, {""name"": ""Knock Films A.V.V."", ""id"": 21848}, {""name"": ""Val D'Oro Entertainment"", ""id"": 21849}]",1998-09-04,0,91.0,Knock Off,0.0
1456,1456,35000000,Action Crime Drama Thriller,en,"[{""name"": ""Hollywood Pictures"", ""id"": 915}]",1993-02-05,0,180.0,Bound by Honor,0.0
1457,1457,35000000,Action Crime Drama Mystery Thriller,en,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Bavaria Film"", ""id"": 1704}]",1997-02-13,0,121.0,Smilla's Sense of Snow,0.0
1459,1459,35000000,Action History War,en,"[{""name"": ""Falcon International Productions"", ""id"": 22814}]",1981-04-17,0,173.0,Lion of the Desert,0.0
1474,1474,34000000,Romance Drama Adventure,en,"[{""name"": ""Columbia Pictures"", ""id"": 5}]",2000-05-05,0,114.0,I Dreamed of Africa,0.0
4509,4509,550000,Drama Thriller,en,"[{""name"": ""New World Pictures"", ""id"": 1950}, {""name"": ""Millennium Films"", ""id"": 10254}]",1983-04-01,0,98.0,Love Letters,0.0
4508,4508,56000,Documentary,en,[],2011-07-29,0,80.0,The Harvest (La Cosecha),0.0
1475,1475,35000000,Comedy Romance,en,"[{""name"": ""Evil Twins"", ""id"": 5802}, {""name"": ""Eclectic pictures"", ""id"": 8056}, {""name"": ""Millennium Films"", ""id"": 10254}]",2012-11-29,0,106.0,Playing for Keeps,0.0
4498,4498,600000,Comedy,en,"[{""name"": ""Kentucky Fried Theatre"", ""id"": 3894}]",1977-08-10,0,83.0,The Kentucky Fried Movie,0.0
1481,1481,34000000,Family Fantasy Animation Adventure,en,"[{""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""nWave Pictures"", ""id"": 10159}, {""name"": ""Illuminata Pictures"", ""id"": 10160}, {""name"": ""Shout! Factory"", ""id"": 28831}]",2013-12-24,0,85.0,Thunder and the House of Magic,0.0
1485,1485,33000000,Mystery Thriller,en,"[{""name"": ""Universal Pictures"", ""id"": 33}]",2000-09-08,0,96.0,The Watcher,0.0
1489,1489,33000000,Comedy Drama,en,"[{""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Art Linson Productions"", ""id"": 8769}, {""name"": ""Dogstar Films"", ""id"": 17422}, {""name"": ""Taurus Film"", ""id"": 20555}, {""name"": ""3 Miles Apart Productions Ltd."", ""id"": 81141}]",1999-04-23,0,124.0,Pushing Tin,0.0
4494,4494,700000,Drama Comedy,en,[],2015-03-13,0,87.0,Walter,0.0
4493,4493,625000,Drama,en,[],2013-05-16,0,68.0,Treachery,0.0
4489,4489,650,Horror Fantasy,en,"[{""name"": ""Mankurt Media"", ""id"": 48545}]",2013-10-11,0,90.0,Escape from Tomorrow,0.0
4488,4488,750000,Thriller Crime Drama,en,[],2016-01-05,0,80.0,Adulterers,0.0
4242,4242,1500000,Comedy,en,"[{""name"": ""Sontalia"", ""id"": 32558}]",2015-03-06,0,97.0,Road Hard,0.0
1516,1516,32000000,Drama,en,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""De Fina-Cappa"", ""id"": 11584}]",1999-10-22,0,121.0,Bringing Out the Dead,0.0
1519,1519,32000000,Fantasy Comedy Family,en,"[{""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Yorktown Productions"", ""id"": 1484}, {""name"": ""Warner Bros."", ""id"": 6194}]",1996-09-06,0,110.0,Bogus,0.0
1524,1524,32000000,Adventure,en,"[{""name"": ""Carousel Picture Company"", ""id"": 8900}, {""name"": ""ApolloMedia Distribution"", ""id"": 16850}, {""name"": ""Ravenhouse Entertainment"", ""id"": 19259}]",2004-03-28,0,93.0,George and the Dragon,0.0
4477,4477,750000,Horror Mystery Thriller,en,"[{""name"": ""Occupant Films"", ""id"": 14712}]",2008-02-15,0,90.0,All the Boys Love Mandy Lane,0.0
4475,4475,500000,Drama Thriller,en,"[{""name"": ""Magnolia Pictures"", ""id"": 1030}]",2002-05-09,0,88.0,Interview with the Assassin,0.0
1584,1584,30000000,Comedy Drama Family Fantasy,en,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Josephson Entertainment"", ""id"": 1894}, {""name"": ""NBA Entertainment"", ""id"": 4396}, {""name"": ""Heller Highwater Productions"", ""id"": 11015}, {""name"": ""Like Mike Productions"", ""id"": 11016}]",2002-07-03,0,99.0,Like Mike,0.0
1591,1591,30000000,Comedy Drama Romance,en,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Applehead Pictures"", ""id"": 28048}]",2010-05-14,0,105.0,Letters to Juliet,0.0
1421,1421,35000000,Crime History,en,"[{""name"": ""Jersey Films"", ""id"": 216}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]",1992-12-25,0,140.0,Hoffa,0.0
4545,4545,500000,Comedy Horror,en,"[{""name"": ""Gala Film"", ""id"": 4896}]",2012-04-27,0,87.0,Detention of the Dead,0.0
4548,4548,500000,Drama,en,"[{""name"": ""Furst Films"", ""id"": 3135}]",2001-11-02,0,87.0,Everything Put Together,0.0
1236,1236,40000000,Drama Horror Thriller Crime,en,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Icon Entertainment International"", ""id"": 4564}, {""name"": ""Munich Film Partners & Company (MFP) BTC Productions"", ""id"": 42221}]",2000-08-11,0,107.0,Bless the Child,0.0
4613,4613,200000,Drama,en,"[{""name"": ""Glass Eye Pix"", ""id"": 1360}, {""name"": ""Film Science"", ""id"": 1976}, {""name"": ""Oscilloscope Laboratories"", ""id"": 4748}, {""name"": ""Washington Square Films"", ""id"": 14862}, {""name"": ""Field Guide Films"", ""id"": 31301}]",2008-05-22,0,80.0,Wendy and Lucy,0.0
4612,4612,300000,Drama,en,"[{""name"": ""Film Science"", ""id"": 1976}, {""name"": ""Washington Square Films"", ""id"": 14862}, {""name"": ""Van Hoy/Knudsen Productions"", ""id"": 31302}]",2006-01-01,0,73.0,Old Joy,0.0
4610,4610,300000,Comedy Drama,en,"[{""name"": ""Kalkaska Productions"", ""id"": 728}, {""name"": ""IFC Productions"", ""id"": 26468}]",2003-01-19,0,81.0,Pieces of April,0.0
1107,1107,44000000,Drama Thriller,en,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}]",1996-02-02,0,118.0,The Juror,0.0
1113,1113,43000000,Comedy Drama,en,"[{""name"": ""Columbia Pictures"", ""id"": 5}]",2000-04-06,0,103.0,28 Days,0.0
1128,1128,42000000,Comedy Drama Romance,en,"[{""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Phoenix Pictures"", ""id"": 11317}]",1996-11-15,0,126.0,The Mirror Has Two Faces,0.0
1130,1130,42000000,Comedy,en,"[{""name"": ""Universal Pictures"", ""id"": 33}]",2009-07-08,0,83.0,Brüno,0.0
1144,1144,41000000,Thriller Fantasy Action Comedy,en,"[{""name"": ""Living Films"", ""id"": 2877}, {""name"": ""Emperor Multimedia Group (EMG)"", ""id"": 3320}, {""name"": ""Golden Port Productions Ltd."", ""id"": 73998}]",2003-08-15,0,88.0,The Medallion,0.0
1212,1212,40000000,Adventure,en,"[{""name"": ""Hollywood Pictures"", ""id"": 915}, {""name"": ""Cinergi Pictures Entertainment"", ""id"": 1504}]",1992-02-07,0,106.0,Medicine Man,0.0
4601,4601,350000,Science Fiction Family,en,"[{""name"": ""StoneKap Productions Ltd."", ""id"": 82624}]",2015-10-20,0,98.0,Rotor DR1,0.0
1214,1214,40000000,Comedy Family,en,"[{""name"": ""Davis Entertainment"", ""id"": 1302}, {""name"": ""Silver Pictures"", ""id"": 1885}, {""name"": ""Warner Bros."", ""id"": 6194}]",1994-12-19,0,95.0,Ri¢hie Ri¢h,0.0
1215,1215,65000000,Drama Romance,en,"[{""name"": ""Lakeshore Entertainment"", ""id"": 126}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]",2000-08-11,0,103.0,Autumn in New York,0.0
1228,1228,40000000,Comedy,en,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Apatow Productions"", ""id"": 10105}]",2008-03-20,0,102.0,Drillbit Taylor,0.0
1240,1240,35000000,Drama,en,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Scott Rudin Productions"", ""id"": 258}, {""name"": ""BBC Films"", ""id"": 288}, {""name"": ""Ruby Films"", ""id"": 2054}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Focus Features"", ""id"": 10146}]",2008-02-28,0,115.0,The Other Boleyn Girl,0.0
1406,1406,35000000,Drama History,en,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Sound for Film"", ""id"": 1143}, {""name"": ""Temple Hill Entertainment"", ""id"": 12292}]",2006-12-01,0,101.0,The Nativity Story,0.0
4587,4587,500000,Horror Science Fiction Thriller,en,"[{""name"": ""Calder Road Film"", ""id"": 3435}, {""name"": ""Canadian Film Centre (CFC)"", ""id"": 14185}, {""name"": ""Feature Film Project, The"", ""id"": 64574}]",2005-03-11,0,80.0,The Dark Hours,0.0
1253,1253,40000000,Action Crime Drama Thriller,en,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]",1995-04-21,0,101.0,Kiss of Death,0.0
1272,1272,40000000,Action Science Fiction Thriller,en,"[{""name"": ""Dimension Films"", ""id"": 7405}, {""name"": ""Marty Katz Productions"", ""id"": 12552}, {""name"": ""Mojo Films"", ""id"": 21635}, {""name"": ""PK Pictures"", ""id"": 21636}]",2001-12-03,0,102.0,Impostor,0.0
1277,1277,40000000,Adventure Fantasy Animation Comedy Science Fiction,en,"[{""name"": ""Fathom Studios"", ""id"": 3796}, {""name"": ""Electric Eye Entertainment Corporation"", ""id"": 11623}]",2008-12-12,0,94.0,Delgo,0.0
1283,1283,30000000,Comedy Drama,en,"[{""name"": ""PolyGram Filmed Entertainment"", ""id"": 1382}, {""name"": ""Silver Pictures"", ""id"": 1885}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Working Title Films"", ""id"": 10163}, {""name"": ""PolyGram Filmproduktion"", ""id"": 23873}]",1994-03-11,0,111.0,The Hudsucker Proxy,0.0
1285,1285,25000000,Action History War,en,"[{""name"": ""Wild Bunch"", ""id"": 856}, {""name"": ""Ibrus"", ""id"": 3622}, {""name"": ""Kazakhfilm Studios"", ""id"": 3623}, {""name"": ""True Story Production"", ""id"": 3624}]",2005-07-17,0,112.0,Nomad: The Warrior,0.0
4572,4572,225000,Comedy Drama,en,"[{""name"": ""Allagash Films"", ""id"": 3076}]",1990-08-03,0,98.0,Metropolitan,0.0
1309,1309,35000000,Crime Comedy Romance,en,"[{""name"": ""Davis Entertainment"", ""id"": 1302}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]",2001-03-23,0,123.0,Heartbreakers,0.0
1312,1312,38000000,Comedy,en,"[{""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Kopelson Entertainment"", ""id"": 824}, {""name"": ""Epsilon Motion Pictures"", ""id"": 1171}, {""name"": ""Atchity Entertainment International (AEI)"", ""id"": 81134}]",2001-12-21,0,99.0,Joe Somebody,0.0
1376,1376,35000000,Comedy Romance,en,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Spelling Films"", ""id"": 10355}]",1997-09-10,0,90.0,In & Out,0.0
4562,4562,500000,,en,[],2014-09-11,0,84.0,The Little Ponderosa Zoo,0.0
4556,4556,500,Crime Drama,en,[],2012-03-01,0,101.0,El Rey de Najayo,0.0
4552,4552,500000,Horror Comedy,en,"[{""name"": ""Spy Global Media"", ""id"": 31296}]",2012-03-28,0,104.0,Girls Gone Dead,0.0
4243,4243,1500000,Drama Romance,en,"[{""name"": ""Charlie Guidance"", ""id"": 45004}, {""name"": ""Flux Films"", ""id"": 54034}, {""name"": ""High Line Productions"", ""id"": 54035}, {""name"": ""Tiny Dancer Films"", ""id"": 54036}]",2005-12-07,0,108.0,Forty Shades of Blue,0.0
2446,2446,16500000,Comedy Drama Family,en,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Imagine Entertainment"", ""id"": 23}]",1991-11-27,0,102.0,My Girl,0.0
4241,4241,1500000,Comedy,en,[],2005-01-13,0,0.0,The Salon,0.0
3925,3925,3000000,Comedy Romance,en,"[{""name"": ""Hi-Rez Films"", ""id"": 48357}]",2000-09-01,0,82.0,Whipped,0.0
3315,3315,7500000,Comedy Drama,en,"[{""name"": ""Orion Pictures"", ""id"": 41}, {""name"": ""Woodfall Film Productions"", ""id"": 1980}, {""name"": ""Filmline Productions"", ""id"": 25580}]",1984-03-09,0,109.0,The Hotel New Hampshire,0.0
3323,3323,7500000,Drama Romance Science Fiction Thriller,en,"[{""name"": ""BBC Films"", ""id"": 288}]",2003-09-02,0,92.0,Code 46,0.0
3324,3324,7500000,Comedy,en,[],2012-04-27,0,101.0,Outside Bet,0.0
3326,3326,12500000,Drama Action Crime,en,"[{""name"": ""Wells & Jeta Entertainment"", ""id"": 44067}]",2012-12-07,0,95.0,Black November,0.0
